row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
USA-FL-62-All-62-AssistedLiving-20,11968776,12651,04/08/2017,04/07/2019,Assisted Living Facility,A HOME SWEET HOME ASSISTED LIVING FACILITY OF JAX  INC,6838 MEDELLIN CT,,JACKSONVILLE,FL,32210,Duval,(904) 772-0651,5865 HULMAN LINKS COURT,,JACKSONVILLE,FL,32222,Duval,LICENSED,A HOME SWEET HOME ASSISTED LIVING FACILITY OF JAX  INC.,03/11/2015,LANISHA J. HOLLOWAY,6,For-Profit,ahomesweethome.bravesites.com
USA-FL-62-All-62-AssistedLiving-21,11968427,12340,03/21/2017,03/20/2019,Assisted Living Facility,A LA MY LOVE ALF,6821 DOVER CT,,TAMPA,FL,33634-4708,Hillsborough,(813) 574-7493,6821 DOVER CT,,TAMPA,FL,33634-4708,Hillsborough,LICENSED,A LA MY LOVE ALF INC,10/31/2012,JENNIFER PENA GONZALEZ,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-22,11953636,8675,02/17/2016,02/16/2018,Assisted Living Facility,A LOVING HOME ENTERPRISES  INC.,3640 SW 91ST AVE # 42,,MIAMI,FL,33165-4361,Miami-Dade,(305) 554-4432,3640 SW 91ST AVE # 42,,MIAMI,FL,33165-4361,Miami-Dade,LICENSED,A LOVING HOME ENT INC.,03/18/1997,AILEEN DELGADO,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-23,11953310,7846,07/31/2015,07/30/2017,Assisted Living Facility,A LOVING PLACE ALF,25 W 26TH ST,,HIALEAH,FL,33010-1707,Miami-Dade,(305) 884-4002,25 W 26TH ST,,HIALEAH,FL,33010-1707,Miami-Dade,IN REVIEW,GABALB INCORPORATED,04/11/1995,ALBA GOMEZ,12,For-Profit,
USA-FL-62-All-62-AssistedLiving-24,11967960,11924,12/07/2016,12/06/2018,Assisted Living Facility,A NEW AGE OF SENIOR CARE AT WELLINGTON INC,1074 C-D HYACINTH PLACE,,WELLINGTON,FL,33414,Palm Beach,(561) 847-4548,1074 C-D HYACINTH PLACE,,WELLINGTON,FL,33414,Palm Beach,LICENSED,A NEW AGE OF SENIOR CARE AT WELLINGTON  INC,10/08/2010,ANTONIO L BORGES,14,For-Profit,www.newageseniorcare.com
USA-FL-62-All-62-AssistedLiving-25,11967362,12562,07/31/2016,07/30/2018,Assisted Living Facility,A NEW BEGINNING ASSISTED LIVING  LLC,105 NE 11TH AVE,,BOYNTON BEACH,FL,33435-3107,Palm Beach,(561) 369-2891,105 NE 11TH AVE,,BOYNTON BEACH,FL,33435-3107,Palm Beach,LICENSED,A NEW BEGINNING ASSISTED LIVING LLC,06/23/2008,MICHELE WILLIAMS GREEN,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-26,11969169,12990,04/05/2017,04/04/2019,Assisted Living Facility,A PARADISE HOME ALF II LLC,438 MACY ST,,WEST PALM BEACH,FL,33405,Palm Beach,(954) 591-1025,438 MACY ST,,WEST PALM BEACH,FL,33405,Palm Beach,LICENSED,A PARADISE HOME ALF II  LLC,02/01/2017,USHINA PEREZ,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-27,11967480,11499,12/17/2016,12/16/2018,Assisted Living Facility,A PLACE LIKE HOME ALF  INC,1971 PORT MALABAR BLVD NE,,PALM BAY,FL,32905-5436,Brevard,(321) 693-3325,6655 S US HIGHWAY 1,,GRANT,FL,32949-2221,Brevard,LICENSED,A PLACE LIKE HOME ALF INC,10/20/2008,DIANE M WALKER,6,For-Profit,aplacelikehomealf.com
USA-FL-62-All-62-AssistedLiving-28,11968387,12293,11/28/2016,11/27/2018,Assisted Living Facility,A PLACE TO GROW LLC,109 VALLEY DR,,BRANDON,FL,33510,Hillsborough,(813) 469-6764,109 VALLEY DR,,BRANDON,FL,33510,Hillsborough,LICENSED,A PLACE TO GROW LLC,08/23/2012,HEATHER ELAINE GREEN-TOLEDO,5,For-Profit,
USA-FL-62-All-62-AssistedLiving-29,11968838,12681,06/05/2017,06/04/2019,Assisted Living Facility,A QUAINT MEADOW,39 OHIO RD,,LAKE WORTH,FL,33467,Palm Beach,(954) 258-3370,39 OHIO RD,,LAKE WORTH,FL,33467,Palm Beach,LICENSED,SUPERIOR ELDER CARE  LLC,04/17/2015,DONTRELL DAVIS,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-30,11967590,11586,05/26/2017,05/25/2019,Assisted Living Facility,A SECOND HOME OF RIVIERA BEACH  INC,120 W 22ND ST,,RIVIERA BEACH,FL,33404-5512,Palm Beach,(561) 845-6223,120 W 22ND ST,,RIVIERA BEACH,FL,33404-5512,Palm Beach,LICENSED,A SECOND HOME OF RIVIERA BEACH INC,04/17/2009,JANET L WISE,4,For-Profit,
USA-FL-62-All-62-AssistedLiving-31,11968947,12831,05/11/2016,05/10/2018,Assisted Living Facility,A SENIOR LIVING DREAM LLC,13442 SW 284TH ST,,HOMESTEAD,FL,33033,Miami-Dade,(347) 226-0047,13442 SW 284TH ST,,HOMESTEAD,FL,33033,Miami-Dade,LICENSED,A Senior Living Dream Llc,11/12/2015,ROBINSON GRACIANO,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-32,11968750,12616,01/23/2017,01/22/2019,Assisted Living Facility,A SUMMERVILLE HOMES ASSISTED LIVING FACILITY  LLC,2440 SW 82ND TER,,MIRAMAR,FL,33025-2134,Broward,(954) 589-1632,2440 SW 82ND TER,,MIRAMAR,FL,33025-2134,Broward,LICENSED,A SUMMERVILLE HOMES ASSISTED LIVING  LLC,10/22/2014,CORREL ALBERTA CHRISTIAN-WINT,5,For-Profit,
USA-FL-62-All-62-AssistedLiving-33,11964442,9159,06/01/2016,05/31/2018,Assisted Living Facility,A SWEET ALF  INC.,18400 NW 81 COURT,,HIALEAH,FL,33015,Miami-Dade,(305) 999-7347,18400 NW 81 COURT,,HIALEAH,FL,33015,Miami-Dade,LICENSED,A SWEET ALF  INC,09/10/2014,GREISY DURAN,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-34,11968504,12400,08/30/2015,08/29/2017,Assisted Living Facility,A TOUCH OF CLASS #1 ADULT CARE LLC,658 NW AVENS ST,,PORT ST LUCIE,FL,34983-1104,St. Lucie,(772) 323-0353,658 NW AVENS ST,,PORT ST LUCIE,FL,34983-1104,St. Lucie,IN REVIEW,A TOUCH OF CLASS #1 ADULT CARE LLC,05/14/2013,CHRISTINE DAVIS,5,For-Profit,
USA-FL-62-All-62-AssistedLiving-35,11967855,11837,06/24/2016,06/23/2018,Assisted Living Facility,A TOUCH OF CLASS ADULT CARE,537 SW WHITMORE DRIVE,,PORT SAINT LUCIE,FL,34984,St. Lucie,(772) 905-8927,537 SW WHITMORE DRIVE,,PORT SAINT LUCIE,FL,34984,St. Lucie,LICENSED,A TOUCH OF CLASS ADULT CARE LLC,11/27/2013,CHRISTINE DAVIS,10,For-Profit,
USA-FL-62-All-62-AssistedLiving-36,11967288,11367,07/03/2016,07/02/2018,Assisted Living Facility,A TROPICAL PARADISE ALF LLC,5228 23RD AVE N,,ST PETERSBURG,FL,33710-5148,Pinellas,(727) 289-2325,5228 23RD AVE N,,SAINT PETERSBURG,FL,33710-5148,Pinellas,LICENSED,A TROPICAL PARADISE ALF LLC,06/01/2012,ELAINE OUTAR,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-37,11968143,12221,07/17/2016,07/16/2018,Assisted Living Facility,A WELCOME HOME IN ENGLEWOOD,2015 E DOLPHIN DR,,ENGLEWOOD,FL,34223,Sarasota,(941) 375-1044,2015 E DOLPHIN DR,,ENGLEWOOD,FL,34223,Sarasota,LICENSED,A WELCOME HOME IN ENGLEWOOD,07/18/2011,SHELLEY ANN BELCHER,3,For-Profit,
USA-FL-62-All-62-AssistedLiving-38,11966253,10466,05/11/2016,05/10/2018,Assisted Living Facility,A+ SENIOR HOME INC,41 SW 68TH AVE,,MIAMI,FL,33144-2805,Miami-Dade,(305) 310-4239,41 SW 68TH AVE,,MIAMI,FL,33144-2805,Miami-Dade,LICENSED,A + SENIOR HOME INC,04/18/2012,MINERVA MARIN,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-39,11967137,11228,10/14/2016,04/29/2018,Assisted Living Facility,A-1 ASSISTED LIVING FACILITY  LLC,9410 SW 52 TERRACE,,MIAMI,FL,33165,Miami-Dade,(305) 613-3625,9410 SW 52 TERRACE,,MIAMI,FL,33165,Miami-Dade,LICENSED,A-1 ASSISTED LIVING FACILITY LLC,05/30/2012,MARILY FALCON FERNANDEZ,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-40,11969202,13025,06/19/2017,06/18/2019,Assisted Living Facility,A.A.A. ASSISTED LIVING @ WELLINGTON,1337 PINETTA CIR,,WELLINGTON,FL,33414,Palm Beach,(561) 422-7059,1337 PINETTA CIR,,WELLINGTON,FL,33414,Palm Beach,LICENSED,THE LEXINGTON MANOR ADULT FAMILY HOMECARE INC.,04/10/2017,JONAS AUGUSTE,6,For-Profit,www.thelexingtonmanor.com
USA-FL-62-All-62-AssistedLiving-41,11968896,12738,10/15/2015,10/14/2017,Assisted Living Facility,A1 CARE SYSTEMS INC,6613 SHADY OAKS DR,,JACKSONVILLE,FL,32277,Duval,(904) 527-3391,6613 SHADY OAKS DR,,JACKSONVILLE,FL,32277,Duval,LICENSED,A1 CARE SYSTEMS INC,08/12/2015,NONYE JOE NDUKA,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-42,11965862,10201,09/12/2016,09/11/2018,Assisted Living Facility,A1A CARE CENTER  INC,641 WEST 33 STREET,,HIALEAH,FL,33012,Miami-Dade,(305) 825-4600,641 WEST 33 STREET,,HIALEAH,FL,33012,Miami-Dade,LICENSED,A1A CARE CENTER  INC,09/12/2002,JUANA LOPEZ,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-43,11968939,12791,02/03/2016,02/02/2018,Assisted Living Facility,AAPS ELDER SERVICE INC,11365 SW 161 CT,,MIAMI,FL,33196,Miami-Dade,(305) 336-5927,11365 SW 161 CT,,MIAMI,FL,33196,Miami-Dade,LICENSED,AAPS ELDER SERVICE  INC,10/30/2015,AURORA GARCIA,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-44,11966837,10956,01/25/2017,01/24/2019,Assisted Living Facility,AASBURY MANOR ALF,5302 SATEL DR,,ORLANDO,FL,32810,Orange,(407) 522-4832,5302 SATEL DR,,ORLANDO,FL,32810,Orange,LICENSED,AASBURY ENTERPRISES  INC,01/25/2007,DIANNE R ANDERSON,14,For-Profit,aasburymanoralf.com
USA-FL-62-All-62-AssistedLiving-45,11967869,11839,06/29/2016,06/28/2018,Assisted Living Facility,ABACO HOUSE ALF,121 ABACO DR,,PALM SPRINGS,FL,33461,Palm Beach,(561) 642-4398,121 ABACO DR,,PALM SPRINGS,FL,33461,Palm Beach,LICENSED,ABACO HOUSE ALF  LLC,04/30/2010,MARIA T SANTANA,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-46,11965708,10023,03/12/2017,03/11/2019,Assisted Living Facility,ABBEY DELRAY HEALTH CENTER,2105 SW 11TH CT,,DELRAY BEACH,FL,33445-6013,Palm Beach,(561) 454-2000,2105 SW 11TH CT,,DELRAY BEACH,FL,33445-6013,Palm Beach,LICENSED,LIFESPACE COMMUNITIES INC,09/09/2009,VICKI BROWN,14,Not-For-Profit,www.lifespacecommunities.com
USA-FL-62-All-62-AssistedLiving-47,11965626,10006,04/09/2015,04/08/2017,Assisted Living Facility,ABBEY MANOR RETIREMENT RESIDENCE  INC.,1930 LINCOLN ST,,HOLLYWOOD,FL,33020-3510,Broward,(954) 923-1354,1930 LINCOLN ST,,HOLLYWOOD,FL,33020-3510,Broward,IN REVIEW,ABBEY MANOR RETIREMENT RESIDENCE  INC.,11/09/2000,MAGDALENA UEBERLAUER KULNICK,19,For-Profit,
USA-FL-62-All-62-AssistedLiving-48,11967772,11810,05/14/2016,05/13/2018,Assisted Living Facility,ABCARE ELDERLY SERVICES  INC,10450 SW 178TH AVE,,MIAMI,FL,33196-2925,Miami-Dade,(305) 479-5346,10450 SW 178TH AVE,,MIAMI,FL,33196-2925,Miami-Dade,LICENSED,ABCARE ELDERLY SERVICE INC,12/21/2009,NORA C SANDIGO,6,For-Profit,www.alfnoritaadultfamilycare.com
USA-FL-62-All-62-AssistedLiving-49,11968889,12731,10/02/2015,10/01/2017,Assisted Living Facility,ABIDE N LOVE,2698 HESTER AVE SE,,PALM BAY,FL,32909,Brevard,(321) 693-0282,256 CALAMONDIN AVE NW,,PALM BAY,FL,32907,Brevard,LICENSED,ZION'S II ASSISTED LIVING FACILITY  INC,08/04/2015,SHERON WHYNE-KELLY,5,For-Profit,
USA-FL-62-All-62-AssistedLiving-50,11966240,10498,11/30/2016,06/01/2018,Assisted Living Facility,ABIGAIL (THE),320 SOUTH DELAWARE,,TAMPA,FL,33606,Hillsborough,(813) 258-2919,2626 NORTH DUNDEE STREET,,TAMPA,FL,33629,Hillsborough,LICENSED,ABIGAIL GROUP INC (THE),06/11/2008,KAREN BARCIA RODRIGUEZ,19,For-Profit,www.sweetwatermanor.com
USA-FL-62-All-62-AssistedLiving-51,11965167,9646,07/06/2017,07/05/2019,Assisted Living Facility,ABOVE THE REST ASSISTED LIVING FACILITY,2360 MADRID AVENUE S.E.,,PALM BAY,FL,32909,Brevard,(321) 956-8141,2360 MADRID AVENUE S.E.,,PALM BAY,FL,32909,Brevard,LICENSED,ABOVE THE REST ASSISTED LIVING FACILITY  LLC,07/05/2005,ELIZABETH V WEISE,10,For-Profit,
USA-FL-62-All-62-AssistedLiving-52,11953618,8626,03/14/2016,09/21/2017,Assisted Living Facility,ABSOLUTE CARE ALF,3621 NW 90TH TER,,SUNRISE,FL,33351-6470,Broward,(954) 747-7265,3621 NW 90TH TER,,SUNRISE,FL,33351-6470,Broward,IN LITIGATION,SENIORS R US LLC,09/22/2015,ALFREDO ESCOBAR,14,For-Profit,www.absolutecarealf.com
USA-FL-62-All-62-AssistedLiving-53,11965367,9821,10/30/2015,10/29/2017,Assisted Living Facility,ABUELAS HOME CARE,4257 SW 154TH CT,,MIAMI,FL,33185-4259,Miami-Dade,(305) 227-6682,4257 SW 154TH CT,,MIAMI,FL,33185-4259,Miami-Dade,LICENSED,HLL OF MIAMI CORP,10/30/2001,GLADYS SCHAEFFLER,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-54,11965741,10139,02/21/2016,02/20/2018,Assisted Living Facility,ABUELITAS HOME  INC,15257 SW 61ST ST,,MIAMI,FL,33193-2559,Miami-Dade,(786) 229-3431,15257 SW 61ST STREET,,MIAMI,FL,33193,Miami-Dade,LICENSED,ABUELITAS HOME INC.,07/13/2001,YILLIAM MORENO,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-55,11969120,12964,02/08/2017,02/07/2019,Assisted Living Facility,ABUELO FELIZ HOME LLC,8625 MAY CIR,,TAMPA,FL,33614,Hillsborough,(813) 495-3660,8625 MAY CIRCLE,,TAMPA,FL,33614,Hillsborough,LICENSED,Abuelo Feliz Home LLC,10/26/2016,OLGA MOLANO,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-56,11966960,11078,08/01/2015,07/31/2017,Assisted Living Facility,ABUELO'S ANA ALF,2741 W LEROY ST,,TAMPA,FL,33607-1249,Hillsborough,(813) 748-1304,2741 W LEROY ST,,TAMPA,FL,33607-1249,Hillsborough,IN REVIEW,ABUELO'S ANA ALF INC,05/07/2007,ANA ELENA BATISTA,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-57,11969229,13058,09/05/2017,09/04/2019,Assisted Living Facility,ABUELOS ALF INC,1031 NW 39 CT,,MIAMI,FL,33126,Miami-Dade,(305) 310-4239,1031 NW 39 CT,,MIAMI,FL,33126,Miami-Dade,LICENSED,ABUELOS ALF  INC,07/18/2017,MINERVA MARIN,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-58,11968863,12749,10/28/2015,10/27/2017,Assisted Living Facility,ACACIA GROVE ASSISTED LIVING FACILITY LLC,2485 RIDGECREST AVE,,ORANGE PARK,FL,32065,Clay,(904) 327-5584,2485 RIDGECREST AVE,,ORANGE PARK,FL,32065,Clay,LICENSED,ACACIA GROVE ASSISTED LIVING FACILITY LLC,06/11/2015,DOROTHY ARIAS,8,For-Profit,www.acaciagrovealf.com
USA-FL-62-All-62-AssistedLiving-59,11932652,7824,07/29/2016,07/28/2018,Assisted Living Facility,ACADEMY ASSISTED LIVING FACILITY  INC,1225 SOLTMAN AVENUE,,FORT PIERCE,FL,34950,St. Lucie,(772) 460-1211,1225 SOLTMAN AVENUE,,FORT PIERCE,FL,34950,St. Lucie,LICENSED,ACADEMY ASSISTED LIVING FACILITY,07/29/2004,RAJWANTIE LAL,20,For-Profit,
USA-FL-62-All-62-AssistedLiving-60,11967339,11400,08/22/2016,08/21/2018,Assisted Living Facility,ACCORDIA WOODS,1889 CURLEW RD,,PALM HARBOR,FL,34683-6816,Pinellas,(727) 771-1917,1889 CURLEW RD,,PALM HARBOR,FL,34683-6816,Pinellas,LICENSED,ACCORDIA WOODS LLC,07/02/2008,BRADFORD STIGLEMAN,25,For-Profit,accordiawoods.com
USA-FL-62-All-62-AssistedLiving-61,11969155,12981,03/13/2017,03/12/2019,Assisted Living Facility,ACHOY ASSISTED LIVING INC,3601 W 11 AVE,,HIALEAH,FL,33012,Miami-Dade,(786) 300-5137,3601 W 11 AVE,,HIALEAH,FL,33012,Miami-Dade,LICENSED,ACHOY ASSISTED LIVING  INC.,01/10/2017,EVALINES ACHOY,27,For-Profit,
USA-FL-62-All-62-AssistedLiving-62,11965625,9969,08/30/2017,05/07/2019,Assisted Living Facility,ACTIVE SENIOR LIVING RESIDENCE,9057 NW 57TH ST,,TAMARAC,FL,33351-4305,Broward,(954) 721-1115,9057 NW 57TH ST,,TAMARAC,FL,33351-4305,Broward,LICENSED,Active Serenity LLC,02/24/2017,BETH ILONA TOKARZ-BESU,72,For-Profit,www.activeseniorliving.com
USA-FL-62-All-62-AssistedLiving-63,11966231,12533,07/15/2016,07/14/2018,Assisted Living Facility,ACTS ASSISTED LIVING FACILITY,6806 N NEBRASKA AVE,,TAMPA,FL,33604-5661,Hillsborough,(813) 237-4907,4512 N 56TH ST,,TAMPA,FL,33610,Hillsborough,LICENSED,AGENCY FOR COMMUNITY TREATMENT SERVICES  INC.  (ACTS),03/24/2004,LONNIE JAMES,15,Not-For-Profit,www.actsfl.org
USA-FL-62-All-62-AssistedLiving-64,11966547,10770,12/19/2015,12/18/2017,Assisted Living Facility,ADA ALF INC,683 NW 122ND PL,,MIAMI,FL,33182-2020,Miami-Dade,(305) 226-4283,683 NW 122ND PL,,MIAMI,FL,33182-2020,Miami-Dade,LICENSED,ADA INC ALF,08/22/2005,YODANYS AREVALO,6,For-Profit,
USA-FL-62-All-62-AssistedLiving-65,11968718,12596,12/15/2014,12/14/2016,Assisted Living Facility,ADA RESIDENCES  INC,759 SW 99TH CT CIR,,MIAMI,FL,33174,Miami-Dade,(786) 615-8283,759 SW 99TH CT CIR,,MIAMI,FL,33174,Miami-Dade,IN REVIEW,ADA RESIDENCES INC,08/27/2014,EMILIA RONDON,6,For-Profit,
