name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid
Live Oak Village of Slidell,,,,,,,,,,,,,,,,,,,,,http://www.slidellseniorliving.com,http://www.lalaonline.org/members/?id=25578801,,,,,,,,,,,,,,,,,,,,Slidell,,,,,70461,USA,30.27519449999999,-89.78117449999999,,False
Lambeth House,,,,,,,,,,,,,,,,,,,,,http://www.lambethhouse.com,http://www.lalaonline.org/members/?id=25578786,,,,,,,,,,,,,,,,,,,,New Orleans,,,,,70118,USA,29.95106579999999,-90.0715323,,False
"Lighthouse Med Pass, LLC",,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=39701561,,,,,,,,,,,,,,,,,,,,Abita Springs,,,,,70420,USA,30.4785257,-90.0375755,,False
Lambeth House,,,,,,,,,,,,,,,,,,,,,http://www.lambethhouse.com,http://www.lalaonline.org/members/?id=29138052,,,,,,,,,,,,,,,,,,,,New Orleans,,,,,70118,USA,29.95106579999999,-90.0715323,,False
"Jere Hales, COO, Lambeth House",,,,,,,,,,,,,,,,,,,,,http://www.lambethhouse.com,http://www.lalaonline.org/members/?id=32371911,,,,,,,,,,,,,,,,,,,,New Orleans,,,,,70118,USA,29.95106579999999,-90.0715323,,False
LaCour House,,,,,,,,,,,,,,,,,,,,,http://www.laCourHouse.com,http://www.lalaonline.org/members/?id=39629679,,,,,,,,,,,,,,,,,345 Major Pkwy,,,New Roads,,,,,70760,USA,39.7201015,-82.2107396,,True
Lancaster Pollard and Company,,,,,,,,,,,,,,,,,,,,,http://www.lancasterpollard.com,http://www.lalaonline.org/members/?id=25580187,,,,,,,,,,,,,,,,,,,,Austin,,,,,78746,USA,30.267153,-97.7430608,,False
Kindred At Home,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=28569321,,,,,,,,,,,,,,,,,,,,Baton Rouge,,,,,70809,USA,30.4582829,-91.1403196,,False
LALA - creating the future of senior living,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org,http://www.lalaonline.org/members/?id=37486547,,,,,,,,,,,,,,,,,,,,New Iberia,,,,,70562,USA,30.00353649999999,-91.81872849999999,,False
Heart Of Hospice,,,,,,,,,,,,,,,,,,,,,http://www.heartofhospice.net,http://www.lalaonline.org/members/?id=37946684,,,,,,,,,,,,,,,,,134 Columbus Dr,,,Charleston,,,,,29403,USA,32.7946979,-79.94180999999999,Cannonborough Elliotborough,True
Inspired Living Kenner,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=42106951,,,,,,,,,,,,,,,,,3801 Loyola Dr,,,Kenner,,,,,70065,USA,30.0315884,-90.26489710000001,,True
"Healthcare Pharmacy, LLC",,,,,,,,,,,,,,,,,,,,,http://healthcare-pharm.com/,http://www.lalaonline.org/members/?id=41091156,,,,,,,,,,,,,,,,,8720 Quimper Pl Ste,,,Shreveport,,,,,71105,USA,32.4211572,-93.7271245,"Springlake, University Terrace",False
"GOLDEN GATE NURSING SERVICES, LLC",,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=29652861,,,,,,,,,,,,,,,,,,,,"Shreveport, Louisiana",,,,,71105,USA,32.5251516,-93.7501789,,False
HeartLegacy,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=44076364,,,,,,,,,,,,,,,,,9037 Independence Ave,STE C,,Daphne,,,,,36526,USA,30.6436928,-87.8683903,,True
"Courtney Dartez, Life Enrichment Coordinator, Garden View at New Iberia",,,,,,,,,,,,,,,,,,,,,http://www.gardenview.org/index.html,http://www.lalaonline.org/members/?id=38852391,,,,,,,,,,,,,,,,,,,,New Iberia,,,,,70560,USA,30.00353649999999,-91.81872849999999,,False
Garden View at New Iberia,,,,,,,,,,,,,,,,,,,,,http://www.gardenview.org/index.html,http://www.lalaonline.org/members/?id=25578782,,,,,,,,,,,,,,,,,,,,New Iberia,,,,,70560,USA,30.00353649999999,-91.81872849999999,,False
Garden View Lafayette,,,,,,,,,,,,,,,,,,,,,http://www.gardenview.org,http://www.lalaonline.org/members/?id=25706353,,,,,,,,,,,,,,,,,,,,Lafayette,,,,,,USA,,,,False
EF Research LLC,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25580181,,,,,,,,,,,,,,,,,,,,Baton Rouge,,,,,70879,USA,30.4582829,-91.1403196,,False
Eastridge Senior Living Suites,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578772,,,,,,,,,,,,,,,,,,,,Abbeville,,,,,70510,USA,29.9746502,-92.13429210000001,,False
"DonahueFavret Contractors, Inc.",,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=43399073,,,,,,,,,,,,,,,,,3030 East Causeway Approach,,,Mandeville,,,,,70448,USA,30.3715095,-90.0774653,,False
Doerle Food Service,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25580180,,,,,,,,,,,,,,,,,,,,Broussard,,,,,70518,USA,30.147146,-91.9612305,,False
Garden View at Jones Creek,,,,,,,,,,,,,,,,,,,,,http://www.gardenview.org,http://www.lalaonline.org/members/?id=34871380,,,,,,,,,,,,,,,,,,,,Baton Rouge,,,,,70816,USA,30.4582829,-91.1403196,,False
Gulf Coast Pharmaceutical Specialty,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25580182,,,,,,,,,,,,,,,,,,,,Gonzales,,,,,70737,USA,30.23852939999999,-90.9200987,,False
Courtyard Retirement & Assisted Living,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578771,,,,,,,,,,,,,,,,,,,,Lafayette,,,,,70507,USA,37.8857582,-122.1180201,,False
"Lance Linscombe, Cornerstone Village South",,,,,,,,,,,,,,,,,,,,,http://www.cornerstonevillage.com,http://www.lalaonline.org/members/?id=48780000,,,,,,,,,,,,,,,,,,,,Lafayette,,,,,70508,USA,37.8857582,-122.1180201,,False
Cornerstone Village South,,,,,,,,,,,,,,,,,,,,,http://www.cornerstonevillage.com,http://www.lalaonline.org/members/?id=25578769,,,,,,,,,,,,,,,,,,,,Lafayette,,,,,70508,USA,37.8857582,-122.1180201,,False
"Michelle Musgrove, Christus St. Joseph's Home",,,,,,,,,,,,,,,,,,,,,http://www.christusstjosephshome.org/,http://www.lalaonline.org/members/?id=25706342,,,,,,,,,,,,,,,,,,,,Irving,,,,,75038,USA,32.8140177,-96.9488945,,False
Christus St. Joseph's Home,,,,,,,,,,,,,,,,,,,,,http://www.christusstjosephshome.org/,http://www.lalaonline.org/members/?id=25578767,,,,,,,,,,,,,,,,,,,,Irving,,,,,75038,USA,32.8140177,-96.9488945,,False
Christwood Retirement Community,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=33569579,,,,,,,,,,,,,,,,,,,,Covington,,,,,70433,USA,39.0836712,-84.5085536,,False
Cedar Crest Personal Memory Assisted Living,,,,,,,,,,,,,,,,,,,,,http://www.cedarcrestliving.com,http://www.lalaonline.org/members/?id=29903083,,,,,,,,,,,,,,,,,,,,Lafayette,,,,,70508,USA,37.8857582,-122.1180201,,False
Christwood,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578768,,,,,,,,,,,,,,,,,,,,Covington,,,,,70433,USA,39.0836712,-84.5085536,,False
Cashway Pharmacy of Scott,,,,,,,,,,,,,,,,,,,,,http://cashwayinscott.com/,http://www.lalaonline.org/members/?id=25580179,,,,,,,,,,,,,,,,,,,,Scott,,,,,70583,USA,43.69081379999999,-114.3701474,,False
Chateau de Notre Dame,,,,,,,,,,,,,,,,,,,,,http://cdnd.org,http://www.lalaonline.org/members/?id=25578766,,,,,,,,,,,,,,,,,,,,New Orleans,,,,,70125,USA,29.95106579999999,-90.0715323,,False
"Carmichael's Cashway Pharmacy, Inc.",,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25580178,,,,,,,,,,,,,,,,,,,,Crowley,,,,,70526,USA,32.5790251,-97.3625172,,False
Camelot of Broussard,,,,,,,,,,,,,,,,,,,,,http://www.centralcontrolmgmt.com/CamelotOfBroussard.html,http://www.lalaonline.org/members/?id=25578763,,,,,,,,,,,,,,,,,,,,Broussard,,,,,70518,USA,30.147146,-91.9612305,,False
Carriage House At The Verandah,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578830,,,,,,,,,,,,,,,,,,,,Lake Charles,,,,,70605,USA,30.2265949,-93.2173758,,False
"Jeremy Fontenot, Associate Director, Brookdale-Lake Charles",,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=44405396,,,,,,,,,,,,,,,,,2420 Country Club Rd,,,Lake Charles,,,,,70605,USA,30.1694104,-93.2595555,,True
"Melinda Hennigan, Nurse, Brookdale Shreveport",,,,,,,,,,,,,,,,,,,,,http://www.brookdale.com,http://www.lalaonline.org/members/?id=29312941,,,,,,,,,,,,,,,,,,,,Shreveport,,,,,71105,USA,32.5251516,-93.7501789,,False
Brookdale Shreveport,,,,,,,,,,,,,,,,,,,,,http://www.brookdale.com,http://www.lalaonline.org/members/?id=25578779,,,,,,,,,,,,,,,,,,,,Shreveport,,,,,71105,USA,32.5251516,-93.7501789,,False
Brookdale Senior Living,,,,,,,,,,,,,,,,,,,,,http://www.alfa.org/alfa/default.asp,http://www.lalaonline.org/members/?id=36777710,,,,,,,,,,,,,,,,,,,,Virginia,,,,,,USA,,,,False
Brookdale Lafayette,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578776,,,,,,,,,,,,,,,,,,,,Lafayette,,,,,70508,USA,37.8857582,-122.1180201,,False
Brookdale Mandeville,,,,,,,,,,,,,,,,,,,,,http://www.brookdale.com,http://www.lalaonline.org/members/?id=25578778,,,,,,,,,,,,,,,,,,,,Mandeville,,,,,70471,USA,30.35825059999999,-90.06563109999999,,False
Brookdale Kenner,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578774,,,,,,,,,,,,,,,,,,,,Kenner,,,,,70065,USA,29.9940924,-90.2417434,,False
"Sherion Cook -2016 LALA Award Winner, Associate Executive Director, Brookdale Kenner",,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=39377695,,,,,,,,,,,,,,,,,,,,Kenner,,,,,70065,USA,29.9940924,-90.2417434,,False
Brookdale Corporate,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=36820589,,,,,,,,,,,,,,,,,1600 Joe Yenni Blvd Kenner LA,,,kenner,,,,,70065,USA,30.0367714,-90.245241,,False
Brookdale Lake Charles,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578777,,,,,,,,,,,,,,,,,,,,Lake Charles,,,,,70605,USA,30.2265949,-93.2173758,,False
Brookdale - Coporate,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=30433908,,,,,,,,,,,,,,,,,,,,Alexandria,,,,,71303,USA,31.2000924,29.9187387,,False
Brookdale Bossier City,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578785,,,,,,,,,,,,,,,,,,,,Bossier City,,,,,71111,USA,32.51598519999999,-93.7321228,,False
Brookdale Alexandria,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578773,,,,,,,,,,,,,,,,,,,,Alexandria,,,,,71303,USA,31.2000924,29.9187387,,False
Brookdale - Coporate,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=42317953,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,False
Brookdale Corporate,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=36820597,,,,,,,,,,,,,,,,,1600 Joe Yenni Blvd,,,Kenner,,,,,70056,USA,30.0374496,-90.2450291,,True
Ashton Manor Assisted Living,,,,,,,,,,,,,,,,,,,,,http://ashton-manor.com/index.html,http://www.lalaonline.org/members/?id=25578754,,,,,,,,,,,,,,,,,,,,Luling,,,,,70070,USA,29.68050659999999,-97.647498,,False
Ashley Arts,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=41458850,,,,,,,,,,,,,,,,,,,,Louisiana,,,,,,USA,,,,False
Arthur J. Gallagher & Co.,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25580189,,,,,,,,,,,,,,,,,,,,Baton Rouge,,,,,70810,USA,30.4582829,-91.1403196,,False
AllCare Professional Solutions,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25580175,,,,,,,,,,,,,,,,,,,,Lafayette,,,,,70508,USA,37.8857582,-122.1180201,,False
Arbor Rose Assisted Living,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578752,,,,,,,,,,,,,,,,,,,,Farmerville,,,,,71241,USA,32.7734728,-92.4056985,,False
A & D Residential Care,,,,,,,,,,,,,,,,,,,,,,http://www.lalaonline.org/members/?id=25578749,,,,,,,,,,,,,,,,,,,,New Orleans,,,,,70114,USA,29.95106579999999,-90.0715323,,False
American Mobile Medical of Acadiana,,,,,,,,,,,,,,,,,,,,,http://www.americanmobilemedical.com/services,http://www.lalaonline.org/members/?id=25580176,,,,,,,,,,,,,,,,,,,,Opelousas,,,,,70570,USA,30.5335302,-92.081509,,False
Advantage Medical Professionals,,,,,,,,,,,,,,,,,,,,,http://advantagemedicalprofessionals.com/,http://www.lalaonline.org/members/?id=25580174,,,,,,,,,,,,,,,,,,,,Metairie,,,,,70002,USA,29.9840922,-90.1528519,,False
